Public ID,Gene,Gene description,sch9/wt,ras2/wt,tor1/wt,,,
YNR031C,SSK2,"MAP kinase kinase kinase of the HOG1 mitogen-activated signaling pathway, interacts with Ssk1p, leading to autophosphorylation and activation of Ssk2p which phosphorylates Pbs2p, also mediates actin cytoskeleton recovery from osmotic stress",0.0665,-0.3999,0.0256,,,
YNR032C-A,HUB1,"Ubiquitin-like protein modifier, may function in modification of Sph1p and Hbt1p, functionally complemented by the human or S. pombe ortholog, mechanism of Hub1p adduct formation not yet clear",-0.2463,-0.3799,0.0549,,,
YNR032W,PPG1,"Putative serinethreonine protein phosphatase, required for glycogen accumulation, interacts with Tap42p, which binds to and regulates other protein phosphatases",-0.1016,0.0284,-0.0859,,,
YNR033W,ABZ1,"Para-aminobenzoate (PABA) synthase, has similarity to Escherichia coli PABA synthase components PabA and PabB",0.1689,0.0648,-0.1417,,,
YNR034W,SOL1,"Protein with a possible role in tRNA export, shows similarity to glucose-6-phosphate dehydrogenase non-catalytic domains but does not exhibit this enzymatic activity, homologous to Sol2p, Sol3p, and Sol4p",0.3369,0.5486,0.1204,,,
YNR034W-A,---,Hypothetical protein,0.3829,0.4292,0.4199,,,
YNR035C,ARC35,"Subunit of the ARP23 complex, which is required for the motility and integrity of cortical actin patches, required for cortical localization of calmodulin",0.4721,0.1429,0.2697,,,
YNR036C,---,"Putative mitochondrial ribosomal protein of the small subunit, has similarity to E. coli and human mitochondrial S12 ribosomal proteins",-0.3528,-0.3876,-0.3565,,,
YNR037C,RSM19,"Mitochondrial ribosomal protein of the small subunit, has similarity to E. coli S19 ribosomal protein",-1.0336,-1.6483,-1.0741,,,
YNR038W,DBP6,"Essential protein involved in ribosome biogenesis, putative ATP-dependent RNA helicase of the DEAD-box protein family",-0.0099,0.3502,0.0413,,,
YNR039C,ZRG17,"Endoplasmic reticulum protein of unknown function, transcription is induced under conditions of zinc deficiency, mutant phenotype suggests a role in uptake of zinc",0.5412,0.6095,0.0901,,,
YNR040W,---,Hypothetical protein,-0.9645,-0.6580,-0.8845,,,
YNR041C,COQ2,"Para hydroxybenzoate: polyprenyl transferase, catalyzes the second step in ubiquinone (coenzyme Q) biosynthesis",-0.4387,0.4661,-0.2115,,,
YNR043W,MVD1,"Mevalonate pyrophosphate decarboxylase, essential enzyme involved in the biosynthesis of isoprenoids and sterols, including ergosterol, acts as a homodimer",-0.6918,0.2815,-0.1735,,,
YNR044W,AGA1,"Anchorage subunit of a-agglutinin of a-cells, highly O-glycosylated protein with N-terminal secretion signal and C-terminal signal for addition of GPI anchor to cell wall, linked to adhesion subunit Aga2p via two disulfide bonds",0.4518,1.4137,0.4790,,,
YNR045W,PET494,"Specific translational activator for the COX3 mRNA that acts together with Pet54p and Pet122p, located in the mitochondrial inner membrane",-0.7886,-1.3001,-0.6965,,,
YNR046W,TRM112,"Subunit of an adoMet-dependent tRNA methyltransferase (MTase) complex (Trm11p-Trm112p), required for the methylation of the guanosine nucleotide at position 10 (m2G10) in tRNAs, putative zinc binding subunit of other MTase-related proteins",0.1188,0.2826,0.1334,,,
YNR047W,---,"Putative protein kinase that, when overexpressed, interferes with pheromone-induced growth arrest, localizes to the cytoplasm, potential Cdc28p substrate",-0.0690,-0.3316,-0.2289,,,
YNR048W,---,Protein with similarity to Cdc50p,0.3248,0.4309,0.2216,,,
YNR049C,MSO1,"Probable component of the secretory vesicle docking complex, acts at a late step in secretion, shows genetic and physical interactions with Sec1p and is enriched in microsomal membrane fractions, required for sporulation",-0.2856,-0.7017,-0.2024,,,
YNR050C,LYS9,"Saccharopine dehydrogenase (NADP+, L-glutamate-forming), catalyzes the formation of saccharopine from alpha-aminoadipate 6-semialdehyde, which is the seventh step in lysine biosynthesis pathway",0.9274,1.2581,1.3182,,,
YNR051C,BRE5,"Ubiquitin protease cofactor, forms deubiquitination complex with Ubp3p that coregulates anterograde and retrograde transport between the endoplasmic reticulum and Golgi compartments, null is sensitive to brefeldin A",-0.3816,-0.8670,-0.7209,,,
YNR052C,POP2,"RNase of the DEDD superfamily, subunit of the Ccr4-Not complex that mediates 3 to 5 mRNA deadenylation",0.2070,0.3457,-0.0501,,,
YNR053C,NOG2,Putative GTPase that associates with pre-60S ribosomal subunits in the nucleolus and is required for their nuclear export and maturation,0.0602,0.2177,0.0113,,,
YNR054C,---,"Essential protein of unknown function, has homology to mouse mABT1, which is a basal transcription activator that associates with TBP",0.0473,-0.0697,0.0959,,,
YNR055C,HOL1,"Putative ion transporter similar to the major facilitator superfamily of transporters, mutations in membrane-spanning domains permit nonselective cation uptake",-0.2641,0.3985,-0.0118,,,
YNR056C,BIO5,"Putative transmembrane protein involved in the biotin biosynthesis pathway, responsible for uptake of 7-keto 8-aminopelargonic acid, BIO5 is in a cluster of 3 genes (BIO3, BIO4, and BIO5) that mediate biotin synthesis",0.0933,0.5388,-0.2302,,,
YNR057C,BIO4,"Dethiobiotin synthetase, catalyzes the third step in the biotin biosynthesis pathway, BIO4 is in a cluster of 3 genes (BIO3, BIO4, and BIO5) that mediate biotin synthesis, expression appears to be repressed at low iron levels",1.0010,0.9949,0.9962,,,
YNR058W,BIO3,"7,8-diamino-pelargonic acid aminotransferase (DAPA), catalyzes the second step in the biotin biosynthesis pathway, BIO3 is in a cluster of 3 genes (BIO3, BIO4, and BIO5) that mediate biotin synthesis",0.8291,0.8965,0.3155,,,
YNR059W,MNT4,"Putative alpha-1,3-mannosyltransferase, not required for protein O-glycosylation",0.8455,0.7025,0.5891,,,
YNR060W,FRE4,"Ferric reductase, reduces a specific subset of siderophore-bound iron prior to uptake by transporters, expression induced by low iron levels",-0.7963,-0.2013,-0.4326,,,
YNR061C,---,Hypothetical protein,0.1396,0.5305,0.1033,,,
YNR062C,---,Hypothetical protein,-0.6849,1.4680,-0.1135,,,
YNR063W,---,Hypothetical protein,0.0325,-0.0188,-0.1646,,,
YNR064C,---,"Epoxide hydrolase, member of the alphabeta hydrolase fold family, may have a role in detoxification of epoxides",-0.8791,0.3580,0.3537,,,
YNR065C,---,"Sortilin homolog, interacts with proteins of the endocytic machinery",0.6647,1.2131,0.8473,,,
YNR066C,---,Hypothetical protein,0.3045,0.7268,0.0068,,,
YNR067C,DSE4,"Daughter cell-specific secreted protein with similarity to glucanases, degrades cell wall from the daughter side causing daughter to separate from mother",-0.7258,0.2596,1.0461,,,
YNR068C,---,Hypothetical protein,0.5580,-0.1657,-0.1959,,,
YNR069C,BSC5,"Protein of unknown function, ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression",0.4063,-0.5154,-0.3935,,,
YNR070W,---,"Putative transporter of the ATP-binding cassette (ABC) family, implicated in pleiotropic drug resistance",0.1837,1.2301,0.1891,,,
YNR071C,---,Hypothetical protein,0.9547,2.2775,0.6254,,,
YNR072W,HXT17  HXT13,"Protein of unknown function with similarity to hexose transporter family members, expression is repressed by high levels of glucose  Protein of unknown function with similarity to hexose transporter family members, expression is induced by low levels of glucose and repressed by high levels of glucose",0.0178,0.8554,0.1954,,,
YNR074C,AIF1,"Mitochondrial cell death effector that translocates to the nucleus in response to apoptotic stimuli, homolog of mammalian Apoptosis-Inducing Factor, putative reductase",-0.5369,-0.0013,0.0737,,,
YNR075C-A,---,"Identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching  Hypothetical protein  Hypothetical protein  Identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching",0.0915,0.3837,0.0128,,,
YNR075W,COS10,"Protein of unknown function, member of a family of conserved, often subtelomerically-encoded proteins",0.0293,0.4597,0.2701,,,
YOL001W,PHO80,"Cyclin, negatively regulates phosphate metabolism, Pho80p-Pho85p (cyclin-CDK complex) phosphorylates Pho4p and Swi5p, deletion of PHO80 leads to aminoglycoside supersensitivity, truncated form of PHO80 affects vacuole inheritance",-0.1079,0.1297,-0.0049,,,
YOL002C,IZH2,"Membrane protein involved in zinc metabolism, member of the four-protein IZH family, direct target of the Zap1p transcription factor, expression induced by zinc deficiency and fatty acids, deletion increases sensitivity to elevated zinc",0.2936,1.1607,0.3725,,,
YOL003C,---,DHHC-CRD protein,-0.3072,0.1649,-0.2495,,,
YOL004W,SIN3,"DNA binding subunit of Sin3p-Rpd3p histone deacetylase complex, involved in transcriptional repression of meiosis-specific genes during vegetative growth and silencing",-0.0315,-0.6791,-0.0582,,,
YOL005C,RPB11,"RNA polymerase II subunit B12.5, part of central core, similar to Rpc19p and bacterial alpha subunit",0.3058,0.1637,0.3722,,,
YOL006C,TOP1,"Topoisomerase I, nuclear enzyme that relieves torsional strain in DNA by cleaving and re-sealing the phosphodiester backbone, relaxes both positively and negatively supercoiled DNA, functions in replication, transcription, and recombination",-0.0460,-0.7526,-0.4346,,,
YOL007C,---,Appears to be a structural component of the chitin synthase 3 complex,-0.0427,0.2010,0.8009,,,
YOL008W,---,Hypothetical protein,-0.0935,0.4028,0.2531,,,
YOL009C,MDM12,"Mitochondrial outer membrane protein, required for transmission of mitochondria to daughter cells, exists in a complex with Mmm1p and Mdm10p",-1.2452,-1.0347,-0.9121,,,
YOL010W,RCL1,"RNA terminal phosphate cyclase-like protein involved in rRNA processing at sites A0, A1, and A2, does not possess detectable RNA cyclase activity",-0.2742,-0.6926,-0.7959,,,
YOL011W,PLB3,"Phospholipase B (lysophospholipase) involved in phospholipid metabolism, hydrolyzes phosphatidylinositol and phosphatidylserine and displays transacylase activity in vitro",0.4932,0.7810,-0.1523,,,
YOL012C,HTZ1,"Histone variant H2AZ, exchanged for histone H2A in nucleosomes by the SWR1 complex, involved in transcriptional regulation through prevention of the spread of silent heterochromatin",-0.2116,-0.3450,-0.2450,,,
YOL013C,HRD1,"Ubiquitin-protein ligase required for endoplasmic reticulum-associated degradation (ERAD) of misfolded proteins, genetically linked to the unfolded protein response (UPR), regulated through association with Hrd3p, contains an H2 ring finger",-0.0197,-0.4205,-0.0865,,,
YOL013W-B,---,Identified by SAGE,-0.2319,0.4253,0.3518,,,
YOL014W,---,Hypothetical protein,-0.6908,-0.2585,0.7349,,,
YOL015W,---,Hypothetical protein,0.1347,-0.1411,0.0431,,,
YOL016C,CMK2,"Calmodulin-dependent protein kinase, may play a role in stress response, many CA++calmodulan dependent phosphorylation substrates demonstrated in vitro, amino acid sequence similar to Cmk1p and mammalian Cam Kinase II",0.2112,-0.8466,0.1895,,,
YOL017W,ESC8,"Protein involved in telomeric and mating-type locus silencing, interacts with Sir2p and also interacts with the Gal11p, which is a component of the RNA pol II mediator complex",0.1928,-0.0184,0.4028,,,
YOL018C,TLG2,"Syntaxin-like t-SNARE that forms a complex with Tlg1p and Vti1p and mediates fusion of endosome-derived vesicles with the late Golgi, binds Vps45p, which prevents Tlg2p degradation and also facilitates t-SNARE complex formation",0.0780,-0.4921,0.4427,,,
YOL019W,---,"Protein of unknown function, green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and vacuole",0.9392,0.6031,-0.3500,,,
YOL019W-A,---,"Identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching",0.0969,0.1226,0.0333,,,
YOL020W,TAT2,"High affinity tryptophan and tyrosine permease, overexpression confers FK506 resistance",0.3506,-0.1673,0.3515,,,
YOL021C,DIS3,"Nucleolar exosome component, involved in rRNA processing and RNA degradation, binds Gsp1pRan and enhances the GEF activity of Srm1p, implicated in mitotic control, homologous to the E. coli RNase R of the RNase II family",0.2954,-0.3655,-0.0226,,,
YOL022C,---,Protein required for cell viability,-0.4234,-0.2632,-0.1799,,,
YOL023W,IFM1,Mitochondrial translation initiation factor 2,-0.7975,-1.1368,-0.9353,,,
YOL024W,---,Hypothetical protein,0.4383,0.5417,0.2667,,,
YOL025W,LAG2,"Protein involved in determination of longevity, LAG2 gene is preferentially expressed in young cells, overexpression extends the mean and maximum life span of cells",0.0072,0.2090,0.1144,,,
YOL026C,MIM1,"Mitochondrial outer membrane protein, required for assembly of the translocase of the outer membrane (TOM) complex and thereby for mitochondrial protein import, N terminus is exposed to the cytosol: transmembrane segment is highly conserved",0.2825,-0.0289,0.4168,,,
YOL027C,MDM38,"Mitochondrial inner membrane protein, required for mitochondrial potassium homeostasis and for normal mitochondrial morphology and inheritance, human ortholog is implicated in Wolf-Hirschhorn syndrome",-0.4656,-1.1080,-0.8709,,,
YOL028C,YAP7,Putative basic leucine zipper (bZIP) transcription factor,-0.7094,-0.9335,-0.7604,,,
YOL029C,---,Hypothetical protein,-0.7339,-0.8915,-0.6404,,,
YOL030W,GAS5,"Putative 1,3-beta-glucanosyltransferase, has similarity to Gas1p, localizes to the cell wall",0.2322,0.4028,0.3147,,,
YOL031C,SIL1,"Nucleotide exchange factor for the endoplasmic reticulum (ER) lumenal Hsp70 chaperone Kar2p, required for protein translocation into the ER, homolog of Yarrowia lipolytica SLS1, GrpE-like protein",-0.2985,-0.0219,-0.1784,,,
YOL032W,---,Hypothetical protein,0.3107,0.2458,0.7975,,,
YOL033W,MSE1,"Mitochondrial glutamyl-tRNA synthetase, encoded by a nuclear gene",-0.6244,-0.5420,-0.5298,,,
YOL034W,SMC5,"Structural maintenance of chromosomes (SMC) protein, interacts with Smc6p and Nse1p to form a large complex, S. pombe homolog forms a heterodimer with S. pombe Rad18p that is involved in DNA repair",0.1556,0.2443,0.1181,,,
YOL036W,---,"Protein of unknown function, potential Cdc28p substrate",-0.8063,-1.2693,-0.9253,,,
YOL038C-A,---,Identified by SAGE,0.5634,1.0474,0.9993,,,
YOL038W,PRE6,20S proteasome alpha-type subunit,-0.0272,-0.3860,0.0455,,,
YOL039W,RPP2A,"Ribosomal protein P2 alpha, a component of the ribosomal stalk, which is involved in the interaction between translational elongation factors and the ribosome, regulates the accumulation of P1 (Rpp1Ap and Rpp1Bp) in the cytoplasm",0.8778,1.1002,1.0341,,,
YOL040C,RPS15,"Protein component of the small (40S) ribosomal subunit, has similarity to E. coli S19 and rat S15 ribosomal proteins",0.6674,0.5334,0.6408,,,
YOL041C,NOP12,"Nucleolar protein, required for pre-25S rRNA processing, contains an RNA recognition motif (RRM) and has similarity to Nop13p, Nsr1p, and putative orthologs in Drosophila and S. pombe",0.0902,-0.0397,-0.1317,,,
YOL042W,NGL1,"Putative endonuclease, has a domain similar to a magnesium-dependent endonuclease motif in mRNA deadenylase Ccr4p",-0.1870,0.3453,-0.1855,,,
